M,38,35000,95105
F,7,0,95103
M,93,1000,95103
M,62,40000,95103
M,40,8000,94041
F,61,10000,95102
F,72,15000,94041
F,85,92000,95103
F,73,19000,95102
F,68,94000,95101
M,38,66000,95051
F,13,0,95105
M,99,76000,95102
F,90,44000,95051
M,40,55000,94040
M,52,79000,95103
F,20,0,95101
F,97,64000,95102
M,77,51000,94041
F,86,25000,95050
F,56,38000,94041
M,31,42000,95105
M,70,41000,95103
M,26,11000,95105
M,32,6000,94040
F,52,21000,95102
F,31,4000,95102
F,45,28000,94040
M,16,0,94041
M,11,0,95051
M,84,28000,95101
M,6,0,94041
M,66,21000,94040
M,2,0,95103
M,77,59000,95051
F,64,82000,94040
M,54,51000,94040
F,11,0,94040
M,64,7000,94040
F,86,45000,95102
M,39,25000,94041
F,70,9000,95051
F,57,5000,94041
F,94,85000,94040
M,1,0,95101
M,48,54000,95105
F,49,43000,95050
M,31,89000,95051
M,55,14000,94041
M,19,0,95101
M,22,10000,95105
M,49,18000,94040
F,1,0,95105
M,44,64000,95103
F,23,42000,94041
F,56,78000,95051
F,11,0,95102
M,13,0,95103
M,91,27000,94041
F,67,74000,95102
M,77,4000,95103
M,42,98000,95103
F,32,96000,95051
M,78,70000,95050
M,35,87000,95103
M,7,0,95051
F,20,0,95051
F,55,4000,94041
M,39,71000,95101
M,64,53000,95050
M,28,76000,95105
M,80,55000,94041
F,59,23000,94041
M,84,96000,95103
M,91,9000,95102
M,65,40000,95105
M,47,85000,95051
M,58,33000,94040
M,75,60000,95050
M,85,4000,95103
M,90,59000,95051
M,66,24000,95051
F,64,6000,95050
F,61,91000,95105
M,74,8000,95050
F,26,24000,95103
F,84,51000,95102
F,8,0,94040
M,42,81000,95050
F,98,62000,95103
F,16,0,94040
M,37,43000,95103
F,93,77000,95051
F,32,35000,95105
M,46,51000,95050
M,89,11000,94040
M,9,0,95051
F,26,26000,95101
F,99,99000,95103
F,75,84000,94040
F,99,7000,94041
M,49,15000,95101
M,62,60000,94041
F,90,11000,95050
F,66,19000,94040
F,14,0,95105
F,75,97000,94041
M,52,6000,95101
M,19,0,94040
F,1,0,95051
F,61,20000,95102
M,10,0,95103
F,71,15000,94040
M,2,0,95103
F,42,21000,95050
M,66,82000,95051
F,12,0,95102
F,93,34000,94040
F,61,4000,95103
M,47,91000,95103
F,66,73000,94041
F,49,64000,94040
M,73,24000,95051
F,21,45000,95101
M,74,21000,94041
F,6,0,94041
F,41,25000,94040
M,1,0,95105
F,17,0,95105
F,89,65000,95103
M,20,0,95105
M,91,45000,95105
F,76,36000,94040
F,51,19000,95105
M,41,67000,95105
M,29,9000,95101
F,42,73000,95101
M,51,54000,95050
F,83,72000,95051
F,44,75000,95102
M,45,87000,95050
F,80,71000,95050
M,96,92000,95051
M,67,36000,95105
M,52,7000,95051
F,40,1000,95050
F,59,66000,95103
M,54,29000,95105
F,41,8000,95050
M,28,75000,94041
M,64,64000,94041
M,70,85000,95105
F,14,0,95050
F,80,62000,95103
F,7,0,95051
M,76,40000,95050
M,26,67000,95101
F,86,27000,95103
M,35,42000,95105
F,94,1000,95051
F,80,12000,95103
M,26,59000,94040
F,79,38000,94040
F,10,0,94041
F,19,0,95102
M,14,0,94041
F,37,59000,95105
F,20,0,94040
F,23,16000,95103
M,17,0,95050
F,89,15000,95102
F,16,0,95102
M,25,67000,95101
M,8,0,95050
F,90,31000,95105
M,54,15000,95102
F,72,91000,94041
M,3,0,95103
F,9,0,95051
M,11,0,95051
M,85,50000,95105
F,14,0,95101
F,9,0,95102
F,46,30000,94040
M,22,23000,95103
F,63,87000,95101
M,81,22000,95105
F,21,91000,95101
M,26,5000,95051
M,3,0,94040
M,37,90000,95102
M,32,74000,95050
F,24,49000,95102
F,37,60000,95101
F,46,17000,95051
F,55,32000,95103
M,4,0,95050
F,93,94000,95102
M,83,9000,95101
F,1,0,95051
F,33,85000,95051
F,20,0,94041
F,24,60000,95101
F,85,52000,95101
F,42,39000,95101
M,7,0,95102
M,4,0,95051
F,7,0,95050
F,13,0,95101
F,14,0,95105
M,20,0,95105
M,75,68000,95051
M,76,4000,95051
F,61,25000,95102
F,90,50000,95050
M,56,33000,95102
M,27,67000,95102
F,12,0,95101
F,7,0,95051
M,25,97000,95101
F,0,0,95103
F,37,54000,95105
M,56,33000,94040
M,0,0,95050
M,76,63000,94040
M,50,83000,94040
F,91,1000,94041
M,65,73000,95102
M,35,25000,95050
F,99,18000,95103
F,35,92000,95105
M,79,89000,95102
M,66,42000,95101
M,22,34000,95051
M,94,22000,94041
M,26,66000,95102
F,8,0,95105
F,93,9000,95103
F,7,0,95103
F,2,0,95102
M,68,54000,95105
F,5,0,95101
M,83,61000,95051
M,59,4000,95103
M,64,79000,94041
M,57,98000,95051
F,0,0,95101
M,31,42000,95101
F,6,0,95103
F,7,0,94040
M,4,0,95105
F,50,54000,94040
F,18,0,95051
F,12,0,95050
M,28,40000,95101
F,92,51000,94041
F,52,82000,94040
M,78,29000,95103
F,50,53000,94041
M,26,75000,95105
F,25,8000,94041
F,5,0,95051
M,81,44000,95051
M,99,88000,95105
M,32,32000,95105
M,37,32000,95102
F,94,68000,95050
M,10,0,95102
M,85,27000,94041
M,91,50000,94040
M,30,57000,95105
M,87,61000,95050
M,41,87000,94040
M,3,0,94041
F,14,0,94041
F,52,62000,95051
F,62,13000,95101
F,15,0,94041
M,49,98000,95103
M,46,31000,94040
M,55,47000,95050
F,68,19000,94041
M,45,38000,94041
M,38,45000,95050
M,80,24000,95103
F,57,50000,95103
M,76,87000,94040
F,17,0,94040
F,87,24000,95051
M,38,80000,94040
F,33,41000,94041
M,63,81000,95103
F,94,21000,95051
F,70,42000,95103
M,57,49000,94040
F,79,3000,94040
M,49,23000,95101
M,25,8000,95051
F,2,0,94040
F,2,0,95050
M,12,0,95101
M,17,0,95105
F,83,59000,95050
F,90,94000,95101
F,54,52000,95102
M,61,78000,94040
M,23,61000,95051
M,50,80000,94041
M,47,59000,95105
M,70,1000,95105
M,70,78000,95101
M,43,51000,95050
F,37,68000,95103
F,6,0,95051
M,38,72000,94041
M,41,70000,95102
M,87,3000,95102
M,91,57000,95103
F,23,47000,95050
M,92,50000,95051
M,94,33000,94041
F,94,99000,94040
M,16,0,95101
M,15,0,95050
M,8,0,95105
F,38,80000,95102
M,16,0,95102
F,54,46000,95102
F,82,36000,95103
M,74,74000,95051
M,63,8000,94040
M,76,78000,95102
F,87,65000,95102
F,46,30000,95101
M,87,87000,94040
M,32,59000,95102
M,39,28000,95101
F,53,58000,94040
F,51,53000,95103
F,20,0,94041
M,23,77000,95051
F,47,75000,95105
F,85,87000,94041
F,98,42000,95102
F,48,63000,94041
F,16,0,95051
M,59,74000,94041
F,70,5000,94040
F,43,16000,95103
M,37,23000,95103
F,16,0,95051
M,62,51000,94040
M,73,23000,94041
M,39,95000,95105
F,91,68000,94041
M,74,20000,95103
F,71,27000,94040
F,37,88000,95105
M,73,66000,95101
M,95,33000,95050
F,53,51000,95051
F,92,72000,95050
F,43,36000,95050
F,98,36000,95101
F,75,59000,95103
F,37,93000,95051
F,95,35000,95051
M,8,0,94040
F,80,4000,95105
M,44,26000,95051
M,82,53000,95105
F,61,29000,95050
M,5,0,95103
F,22,75000,95102
F,69,44000,95102
F,16,0,94040
M,84,81000,94041
M,98,36000,94041
F,52,33000,95051
M,17,0,95102
M,52,62000,95105
M,29,94000,95051
M,78,22000,95101
M,53,47000,95103
F,63,63000,95102
M,73,89000,95101
F,20,0,95051
F,96,2000,95051
M,63,78000,95102
M,38,89000,95101
F,32,95000,95105
M,35,79000,94040
F,14,0,95101
F,19,0,95105
M,80,63000,95105
M,57,80000,95105
M,60,89000,95101
M,63,57000,95103
F,67,94000,94041
M,97,57000,94040
F,62,17000,95105
F,76,8000,95101
F,11,0,95102
M,51,38000,95105
M,84,11000,95102
F,15,0,94041
M,77,68000,94040
M,57,24000,94040
M,25,81000,94040
F,97,40000,95102
M,39,32000,95050
M,61,32000,95105
M,12,0,95103
M,23,27000,95102
M,64,45000,95102
M,88,6000,95101
M,9,0,95105
M,11,0,95103
F,40,9000,95051
F,0,0,94041
M,71,23000,95103
F,31,23000,95051
M,51,46000,94040
F,48,49000,95051
F,24,64000,95103
F,52,62000,95102
F,94,58000,95101
M,52,43000,95105
M,44,3000,94041
F,49,1000,94041
F,98,22000,95101
F,68,10000,95102
M,21,78000,95101
F,45,86000,95103
M,13,0,95050
F,64,93000,94040
F,74,81000,95050
F,47,13000,94041
F,82,82000,95101
M,39,96000,95102
M,4,0,94041
F,89,60000,95051
M,41,75000,94041
M,70,91000,94040
F,70,56000,95101
M,27,61000,95105
M,90,25000,95101
F,40,49000,94041
F,80,18000,95101
M,64,45000,95105
M,81,84000,94040
F,41,42000,95105
M,26,46000,95050
F,69,83000,95101
F,86,19000,95105
M,18,0,95103
F,15,0,95051
M,16,0,95103
F,0,0,95105
M,10,0,95050
F,67,9000,94041
F,59,19000,94041
M,85,34000,95102
F,98,44000,95102
M,97,22000,95103
M,0,0,95101
F,15,0,95105
F,98,8000,95105
F,70,27000,95103
F,6,0,95103
F,43,86000,94040
F,70,58000,95105
M,84,48000,94040
F,94,67000,95101
F,33,66000,95050
M,72,38000,95051
F,17,0,95105
M,58,7000,95051
F,35,31000,94041
M,66,76000,95051
M,91,22000,95105
F,22,41000,95101
M,31,28000,95105
F,84,46000,95101
M,0,0,95050
F,80,78000,95105
F,2,0,94041
M,91,83000,95103
M,0,0,95103
F,74,63000,95102
M,79,83000,94040
M,48,8000,95105
M,19,0,95101
M,67,59000,95105
M,90,62000,94040
M,25,10000,95102
M,84,77000,95051
F,44,53000,95103
M,22,96000,95105
F,81,65000,95103
F,6,0,95105
F,7,0,95051
F,21,91000,95102
M,10,0,95051
M,43,5000,95103
M,8,0,94040
F,12,0,95102
M,92,62000,95101
M,99,38000,95050
F,99,98000,95105
F,78,91000,95101
F,75,92000,95050
M,71,77000,95051
M,24,1000,95105
M,87,2000,95101
M,44,59000,95105
M,12,0,95102
F,91,35000,95051
F,8,0,95102
F,46,8000,95105
F,87,3000,95101
F,19,0,95101
F,49,59000,95102
F,71,59000,95102
F,80,5000,95051
F,39,78000,95105
M,66,87000,94041
M,52,75000,95050
M,0,0,95050
F,82,7000,95103
M,24,62000,95050
M,11,0,95103
F,8,0,95050
M,30,36000,94041
F,15,0,94040
M,23,16000,94040
M,6,0,95050
M,55,39000,95101
F,75,99000,94041
M,79,37000,95050
M,90,40000,95101
F,19,0,95050
F,55,38000,95102
F,82,23000,95102
M,44,72000,94041
M,43,76000,94041
M,59,33000,95050
M,13,0,95103
M,81,87000,95051
F,55,52000,95102
F,78,67000,95105
F,65,75000,95102
M,60,24000,94041
M,97,23000,94040
M,64,91000,94040
M,31,23000,95051
M,79,88000,95050
M,26,84000,95103
F,81,59000,95103
F,8,0,95105
M,72,76000,95105
F,34,68000,94040
M,15,0,95101
M,92,97000,95102
M,60,33000,95050
M,70,23000,95050
M,65,9000,95051
M,82,93000,95103
M,21,78000,95102
F,41,19000,94040
M,71,87000,95105
M,80,24000,95051
F,5,0,95103
M,57,48000,95101
F,75,13000,95050
M,16,0,95105
F,38,79000,94040
M,63,90000,95051
F,91,99000,94041
F,80,80000,94041
F,13,0,95051
F,8,0,95050
M,73,77000,95050
F,67,31000,95103
M,23,21000,95102
F,6,0,95101
F,44,41000,95105
M,94,41000,95102
M,68,0,95103
M,99,27000,95103
M,97,85000,95050
M,38,9000,94040
F,78,74000,95102
F,61,98000,94040
M,19,0,95050
M,37,17000,95050
F,14,0,95051
M,83,57000,94040
M,29,32000,95101
M,18,0,95101
M,92,40000,95101
M,58,8000,95103
M,12,0,94040
F,33,12000,94041
F,96,13000,95103
F,30,26000,95105
F,17,0,94040
F,76,47000,95103
F,56,21000,95101
F,9,0,95102
M,84,54000,95051
F,67,57000,95051
M,4,0,95101
M,73,90000,95103
F,65,82000,94040
M,7,0,95105
F,20,0,95101
M,25,58000,95102
M,34,43000,95050
F,89,39000,95101
M,20,0,95103
M,89,5000,95101
F,32,28000,94041
F,47,15000,95101
F,84,75000,95101
M,46,87000,95105
M,15,0,95101
M,22,26000,95105
M,56,35000,94040
F,18,0,95103
F,45,81000,94041
M,23,36000,95101
M,73,13000,95101
M,61,80000,95051
M,51,26000,95101
F,56,23000,94041
M,12,0,95105
F,19,0,94041
M,45,22000,95105
M,32,78000,95102
F,43,75000,95103
F,50,36000,95051
M,45,69000,95051
M,89,69000,95102
M,18,0,94041
F,3,0,95050
F,64,56000,95101
F,77,24000,95101
M,12,0,94041
M,84,13000,95105
F,60,22000,95105
F,61,19000,94040
F,85,69000,95105
F,66,79000,94041
F,54,20000,94040
F,60,25000,95105
F,33,83000,94041
M,78,27000,95102
M,38,29000,94041
M,12,0,95103
M,23,92000,95105
F,66,65000,95105
M,13,0,94040
F,52,96000,95101
F,52,29000,95103
M,24,38000,95102
F,89,7000,95050
M,65,21000,95102
F,73,53000,95105
F,14,0,94040
M,69,50000,94040
F,16,0,95050
M,70,71000,94041
M,21,67000,95105
M,77,58000,95050
F,66,58000,95105
M,37,8000,94041
M,55,53000,94040
M,63,85000,94040
F,72,23000,94040
F,46,41000,95050
M,9,0,95051
M,15,0,95051
F,83,58000,95105
M,67,31000,95103
M,6,0,94040
M,42,32000,95102
M,51,58000,95050
M,14,0,95105
M,94,88000,94040
F,68,50000,94041
F,25,24000,95103
F,31,62000,95050
M,32,53000,95103
M,73,72000,95051
M,1,0,94041
M,26,41000,94041
M,49,96000,95050
F,88,6000,95050
F,16,0,95051
F,61,85000,95101
F,23,60000,95105
F,2,0,95103
M,98,83000,95102
M,11,0,95051
F,83,19000,95101
F,33,34000,95103
M,52,32000,94041
F,13,0,95051
F,18,0,94041
M,33,8000,95051
M,60,13000,95105
F,33,3000,95103
M,98,68000,94041
M,26,43000,95103
F,11,0,95101
F,89,79000,95050
F,37,39000,95050
F,67,1000,95102
F,17,0,95101
F,64,73000,95103
M,94,87000,95103
M,46,9000,95105
M,58,65000,95050
M,46,4000,94040
F,87,7000,95101
F,72,83000,94040
M,30,11000,95050
M,21,59000,94040
F,89,69000,95102
F,17,0,95101
M,50,24000,95102
F,43,67000,95105
F,8,0,94040
F,88,75000,95101
M,53,15000,95103
M,13,0,95051
M,87,22000,95102
F,70,38000,95050
M,13,0,95105
F,9,0,95105
F,55,24000,95102
M,58,55000,95101
M,95,98000,95101
F,97,84000,95103
M,98,94000,95102
M,20,0,95051
F,71,21000,94040
F,57,3000,95051
F,53,16000,95103
F,76,18000,95051
M,65,14000,95103
F,25,22000,94041
M,22,14000,95101
M,4,0,95101
M,54,40000,94040
M,79,51000,95105
F,29,43000,95105
F,3,0,95103
F,16,0,94040
F,82,17000,95103
F,18,0,95101
F,40,7000,95051
M,95,94000,94040
F,39,21000,95051
M,49,34000,95102
F,29,33000,95101
F,88,74000,95101
M,16,0,95102
M,31,11000,95102
F,45,92000,95101
F,70,49000,95101
F,72,72000,95101
M,35,93000,95101
F,24,36000,95102
F,39,9000,94040
M,72,8000,95051
M,96,26000,95050
M,11,0,94041
F,85,26000,94041
F,91,67000,95102
F,93,33000,95102
M,26,5000,95050
M,56,43000,95103
F,41,60000,95050
F,64,97000,94040
F,44,54000,94041
F,44,73000,94041
F,52,0,95051
F,43,51000,94040
F,68,7000,95101
F,30,67000,95102
F,42,55000,94041
F,36,55000,95103
M,44,54000,95105
F,75,0,95101
M,0,0,94040
M,73,21000,94040
F,42,40000,94040
F,42,26000,95105
M,98,36000,95105
F,6,0,94040
F,83,20000,95105
F,8,0,94041
F,7,0,95102
F,88,74000,95050
F,61,78000,95051
M,2,0,95050
M,71,7000,95050
M,4,0,95102
F,85,38000,95103
F,88,73000,95101
M,2,0,94041
F,53,18000,94041
M,91,63000,95050
F,51,11000,95101
M,83,56000,95051
F,12,0,95101
M,58,94000,95105
M,25,10000,95051
F,1,0,95101
F,85,84000,94040
F,84,18000,95105
M,72,64000,95101
F,26,50000,94041
F,14,0,94041
M,1,0,94041
M,53,53000,95102
M,41,55000,94040
F,24,89000,95102
M,58,50000,95051
M,95,1000,95102
F,77,20000,95105
M,96,7000,95101
M,30,98000,95101
M,45,4000,95051
F,38,37000,94041
M,23,25000,95105
F,68,81000,95105
M,42,24000,95051
F,6,0,95102
M,37,91000,95103
M,14,0,95051
M,5,0,95101
M,64,82000,95101
F,69,41000,95051
F,42,1000,95102
F,43,16000,95103
F,24,88000,95105
M,52,17000,95105
M,62,96000,95101
F,45,18000,94040
F,77,99000,95102
M,72,67000,95102
F,94,17000,95103
M,73,15000,95105
M,32,34000,95101
F,53,49000,94041
M,63,15000,95103
F,95,82000,95102
M,25,19000,95050
F,0,0,95103
F,6,0,95051
F,71,38000,94040
M,97,68000,94040
F,58,71000,95102
M,75,8000,94041
F,33,95000,95103
F,92,21000,95051
F,82,25000,95102
M,36,49000,95051
M,53,14000,94040
M,41,5000,95051
F,67,83000,94041
M,49,50000,95050
F,45,45000,95051
M,89,2000,95102
F,24,57000,95102
F,75,82000,95051
F,62,30000,95102
F,63,45000,94041
F,50,24000,95105
F,61,7000,95102
F,45,15000,95101
M,9,0,95102
M,19,0,95050
F,73,42000,95050
M,12,0,94040
F,20,0,95101
M,28,0,94040
M,28,0,95105
M,62,97000,95051
M,63,18000,95105
F,20,0,95101
F,63,99000,94040
M,70,45000,94040
M,97,46000,95105
F,96,22000,95051
M,17,0,94040
M,19,0,94040
M,62,51000,95051
F,39,61000,95050
M,40,58000,94040
F,21,99000,95103
M,42,72000,95101
F,71,11000,95102
M,64,60000,94041
M,20,0,94040
M,47,6000,95051
M,82,31000,95051
F,51,67000,95103
F,32,53000,95102
F,32,83000,95101
F,43,27000,95103
F,54,11000,94040
M,73,15000,95051
F,51,82000,95103
F,87,53000,95102
F,50,99000,95050
M,4,0,95051
M,72,70000,95105
F,79,6000,95050
M,32,4000,95103
F,28,71000,94040
M,69,90000,95051
F,55,12000,95101
M,75,62000,95103
M,87,81000,95101
F,14,0,95050
M,90,25000,95105
F,14,0,95102
F,52,26000,95103
M,29,44000,95050
F,64,60000,95102
M,78,1000,95101
F,1,0,94040
M,91,65000,95102
F,68,62000,94040
F,45,13000,95051
F,69,99000,95051
M,6,0,95051
M,76,35000,94040
F,17,0,94040
M,15,0,95051
M,22,67000,95050
F,82,39000,95103
F,81,25000,95101
M,15,0,95105
F,59,18000,95102
M,2,0,95051
M,8,0,94041
M,23,13000,95101
M,71,79000,95101
F,29,88000,94041
M,21,12000,94040
F,21,83000,95102
M,64,15000,95105
F,33,72000,95051
F,68,79000,94041
M,37,49000,94041
M,74,21000,94040
F,99,96000,95102
F,22,61000,95101
M,55,15000,94041
M,18,0,95050
M,79,7000,95101
M,1,0,95105
M,49,11000,95050
F,96,1000,95050
F,72,88000,95103
F,83,74000,95101
F,67,84000,94041
F,38,72000,95051
F,89,3000,95101
M,5,0,95103
F,39,36000,95051
F,0,0,95102
M,39,41000,95103
F,40,77000,95051
F,80,27000,95103
F,18,0,95101
F,75,63000,95103
F,6,0,95102
M,97,52000,94041
M,76,62000,95051
M,7,0,94041
M,22,92000,94041
M,50,20000,95051
M,42,93000,95051
F,52,58000,95051
F,48,30000,94041
M,54,89000,94041
M,89,61000,95105
M,27,91000,94041
M,15,0,95101
F,45,18000,95102
M,7,0,95103
M,17,0,95102
M,57,85000,94041
M,49,72000,95103
M,40,17000,95102
M,13,0,95103
F,63,46000,95102
F,74,24000,95103
M,76,9000,95101
F,43,6000,95050
M,72,73000,95050
M,55,39000,95101
M,32,76000,95101
F,90,93000,95102
F,85,38000,95051
F,30,26000,95050
F,73,93000,94041
M,12,0,95105
M,64,24000,95103
M,86,60000,95103
M,40,66000,95103
M,39,10000,94040
F,51,44000,95050
F,68,45000,95105
M,77,59000,95102
M,42,52000,95105
M,89,27000,95103
M,7,0,95101
F,68,32000,95050
F,37,50000,95050
F,65,44000,94041
M,27,29000,95102
F,64,24000,95050
F,2,0,95102
F,6,0,95102
M,66,98000,95102
M,40,88000,95101
F,98,82000,95102
M,53,95000,94040
F,48,1000,95101
F,38,42000,95101
F,35,30000,95051
F,18,0,95051
F,63,83000,95105
F,86,43000,94041
F,90,33000,95103
M,77,98000,94041
F,54,97000,95050
M,78,89000,95050
F,17,0,95102
M,90,59000,95101
M,40,62000,95105
M,36,88000,94041
M,45,44000,95051
F,45,44000,95105
F,86,42000,95051
M,3,0,95105
M,88,17000,95102
F,84,53000,95103
M,2,0,95102
M,21,48000,94040
M,93,38000,95051
F,31,12000,95105
F,58,12000,94040
M,45,55000,95102
M,84,30000,94040
M,89,80000,95101
M,7,0,95050
M,29,78000,95051
M,35,67000,94040
F,43,61000,95103
F,46,76000,95051
F,37,93000,94041
M,92,8000,94040
F,72,76000,95105
F,32,45000,95051
F,56,93000,95105
F,61,33000,95051
M,10,0,95102
M,63,51000,94040
M,29,40000,94040
M,45,88000,95103
F,63,4000,95105
M,90,86000,95101
F,82,69000,94041
M,79,70000,95051
F,18,0,95051
F,43,78000,95105
F,40,77000,94041
F,3,0,95101
M,90,42000,94041
F,54,7000,95051
M,42,3000,95105
M,90,56000,94040
F,73,10000,95105
M,84,74000,95051
F,60,13000,94041
F,55,99000,95101
F,81,41000,95051
F,51,61000,95105
M,31,32000,94040
F,63,73000,94041
F,22,33000,94041
M,84,98000,95105
F,59,83000,95103
M,32,31000,95101
M,63,37000,95102
M,70,96000,95101
M,91,78000,94040
F,41,22000,95101
F,15,0,95103
M,96,37000,94041
M,79,52000,95105
M,3,0,95102
M,4,0,95051
M,38,98000,95103
M,40,41000,94040
F,34,39000,95050
F,86,32000,95103
F,56,83000,95051
F,99,7000,95050
F,5,0,95101
M,38,75000,95050
M,56,41000,95051
F,37,53000,95102
F,94,18000,95102
M,13,0,95050
M,76,85000,94040
F,7,0,95103
F,95,19000,95101
M,11,0,95103
F,36,43000,94040
M,10,0,95102
F,70,41000,94040
F,25,89000,95101
M,13,0,95051
M,70,25000,95105
M,93,8000,95102
F,15,0,94041
F,42,34000,94041
M,96,82000,94040
F,28,99000,95101
F,37,63000,94040
M,12,0,95050
M,39,41000,95101
M,45,34000,95101
F,92,48000,95050
M,41,24000,95102
M,16,0,95101
F,59,67000,94041
M,22,18000,95102
F,27,15000,94041
F,35,24000,95051
F,58,7000,95105
F,52,19000,95102
M,29,3000,95105
F,41,95000,95102
F,47,50000,95102
F,57,15000,95101
M,82,65000,94040
M,40,29000,95102
F,45,87000,94040
M,23,48000,95103
F,27,20000,94040
F,73,98000,95103
F,5,0,94041
M,19,0,95101
F,84,37000,94041
F,8,0,94040
M,79,1000,95103
M,40,69000,95102
M,4,0,95105
F,59,1000,94040
F,68,89000,94040
M,26,72000,95105
F,7,0,95105
M,92,87000,94041
M,95,90000,95105
F,41,21000,95101
F,90,17000,95105
M,83,45000,95103
M,57,26000,95102
M,4,0,95101
F,20,0,94041
M,78,16000,94040
F,31,61000,95050
M,22,69000,95050
F,84,51000,94041
F,87,15000,95101
F,41,33000,95103
M,42,2000,95103
M,97,3000,95102
F,25,87000,95051
F,23,44000,95105
F,3,0,94040
F,68,29000,95101
M,37,52000,94041
F,25,88000,95051
M,56,25000,95051
M,9,0,95051
F,86,19000,94041
F,23,40000,95050
F,33,38000,95103
F,47,6000,95101
M,47,25000,95101
M,39,63000,95101
M,72,68000,95051
F,66,5000,95102
M,92,67000,94041
M,30,34000,95103
F,99,6000,94040
F,73,33000,95103
F,44,9000,94040
F,10,0,95050
M,30,91000,95105
M,12,0,94040
F,6,0,94041
F,76,85000,94040
M,25,12000,94040
M,55,58000,95105
F,27,45000,95101
F,16,0,94040
M,43,51000,95103
M,93,47000,95101
F,60,55000,95050
F,93,32000,95050
M,58,16000,95101
M,18,0,94040
M,70,30000,94041
M,36,75000,94040
M,71,98000,95101
M,86,12000,94041
F,61,33000,95103
M,6,0,94041
F,41,18000,95103
M,77,38000,95103
M,7,0,94040
F,36,94000,95103
F,91,30000,95105
M,99,13000,94040
F,26,63000,95103
F,31,8000,95050
F,96,47000,95103
F,19,0,95102
