exchange,stock_symbol,date,dividends
NYSE,KHI,2004-05-13,0.106
NYSE,KHI,2004-04-14,0.106
NYSE,KHI,2004-03-11,0.106
NYSE,KHI,2004-02-12,0.106
NYSE,KHI,2003-12-29,0.106
NYSE,KHI,2003-12-12,0.106
NYSE,KHI,2003-11-13,0.106
NYSE,KHI,2003-10-16,0.106
NYSE,KHI,2003-09-11,0.106
NYSE,KHI,2003-08-13,0.106
NYSE,KHI,2003-07-15,0.106
NYSE,KHI,2003-06-12,0.106
NYSE,KHI,2003-05-14,0.106
NYSE,KHI,2003-04-15,0.106
NYSE,KHI,2003-03-13,0.106
NYSE,KHI,2003-02-12,0.106
NYSE,KHI,2003-01-15,0.106
NYSE,KHI,2002-12-12,0.106
NYSE,KHI,2002-11-13,0.106
NYSE,KHI,2002-10-15,0.106
NYSE,KHI,2002-09-12,0.106
NYSE,KHI,2002-08-14,0.106
NYSE,KHI,2002-07-11,0.122
NYSE,KHI,2002-06-13,0.124
NYSE,KHI,2002-05-14,0.124
NYSE,KHI,2002-04-11,0.124
NYSE,KHI,2002-03-13,0.122
NYSE,KHI,2002-02-13,0.122
NYSE,KHI,2002-01-15,0.124
NYSE,KHI,2001-12-13,0.136
NYSE,KHI,2001-11-13,0.136
NYSE,KHI,2001-10-11,0.136
NYSE,KHI,2001-08-13,0.136
NYSE,KHI,2001-07-12,0.15
NYSE,KHI,2001-06-13,0.15
NYSE,KHI,2001-05-11,0.15
NYSE,KHI,2001-04-11,0.15
NYSE,KHI,2001-03-13,0.15
NYSE,KHI,2001-02-13,0.15
NYSE,KHI,2001-01-11,0.15
NYSE,KHI,2000-12-13,0.162
NYSE,KHI,2000-11-13,0.162
NYSE,KHI,2000-10-12,0.162
NYSE,KHI,2000-09-13,0.162
NYSE,KHI,2000-08-11,0.162
NYSE,KHI,2000-07-13,0.162
NYSE,KHI,2000-06-13,0.162
NYSE,KHI,2000-05-11,0.162
NYSE,KHI,2000-04-13,0.162
NYSE,KHI,2000-03-13,0.162
NYSE,KHI,2000-02-11,0.162
NYSE,KHI,1999-12-31,0.162
NYSE,KHI,1999-12-13,0.162
NYSE,KHI,1999-11-10,0.162
NYSE,KHI,1999-10-13,0.162
NYSE,KHI,1999-09-13,0.156
NYSE,KHI,1999-08-11,0.156
NYSE,KHI,1999-07-13,0.156
NYSE,KHI,1999-06-11,0.156
NYSE,KHI,1999-05-12,0.156
NYSE,KHI,1999-04-13,0.15
NYSE,KHI,1999-03-25,0.466
NYSE,KHI,1999-03-11,0.15
NYSE,KHI,1999-02-10,0.15
NYSE,KHI,1998-12-21,0.15
NYSE,KHI,1998-12-11,0.15
NYSE,KHI,1998-11-10,0.15
NYSE,KHI,1998-10-13,0.15
NYSE,KHI,1998-09-11,0.15
NYSE,KHI,1998-08-12,0.15
NYSE,KHI,1998-07-13,0.15
NYSE,KHI,1998-06-11,0.15
NYSE,KHI,1998-05-13,0.15
NYSE,KHI,1998-04-13,0.15
NYSE,KHI,1998-03-11,0.15
NYSE,KHI,1998-02-11,0.15
NYSE,KHI,1997-12-22,0.15
NYSE,KHI,1997-12-11,0.15
NYSE,KHI,1997-11-12,0.15
NYSE,KHI,1997-10-10,0.15
NYSE,KHI,1997-09-11,0.15
NYSE,KHI,1997-08-13,0.15
NYSE,KHI,1997-07-11,0.15
NYSE,KHI,1997-06-11,0.15
NYSE,KHI,1997-05-13,0.15
NYSE,KHI,1997-04-11,0.15
NYSE,KHI,1997-03-12,0.15
NYSE,KHI,1997-02-12,0.15
NYSE,KHI,1996-12-20,0.15
NYSE,KHI,1996-12-11,0.15
NYSE,KHI,1996-11-13,0.15
NYSE,KHI,1996-10-10,0.15
NYSE,KHI,1996-09-11,0.15
NYSE,KHI,1996-08-13,0.15
NYSE,KHI,1996-07-11,0.15
NYSE,KHI,1996-06-12,0.15
NYSE,KHI,1996-05-13,0.15
NYSE,KHI,1996-04-11,0.15
NYSE,KHI,1996-03-13,0.15
NYSE,KHI,1996-02-13,0.15
NYSE,KHI,1996-01-11,0.15
NYSE,KHI,1995-12-11,0.15
NYSE,KHI,1995-11-09,0.15
NYSE,KHI,1995-10-06,0.15
NYSE,KHI,1995-09-11,0.15
NYSE,KHI,1995-08-09,0.15
NYSE,KHI,1995-07-10,0.15
NYSE,KHI,1995-06-13,0.15
NYSE,KHI,1995-05-09,0.15
NYSE,KHI,1995-04-07,0.15
NYSE,KHI,1995-03-09,0.15
NYSE,KHI,1995-02-09,0.15
NYSE,KHI,1995-01-09,0.15
NYSE,KHI,1994-12-09,0.15
NYSE,KHI,1994-11-08,0.15
NYSE,KHI,1994-10-07,0.15
NYSE,KHI,1994-09-09,0.15
NYSE,KHI,1994-08-09,0.15
NYSE,KHI,1994-07-11,0.15
NYSE,KHI,1994-06-09,0.15
NYSE,KHI,1994-05-09,0.15
NYSE,KHI,1994-04-11,0.15
NYSE,KHI,1994-03-09,0.15
NYSE,KHI,1994-02-09,0.15
NYSE,KHI,1993-12-27,0.15
NYSE,KHI,1993-12-09,0.15
NYSE,KHI,1993-11-08,0.15
NYSE,KHI,1993-10-08,0.15
NYSE,KHI,1993-09-09,0.16
NYSE,KHI,1993-08-09,0.16
NYSE,KHI,1993-07-09,0.16
NYSE,KHI,1993-06-09,0.16
NYSE,KHI,1993-05-10,0.16
NYSE,KHI,1993-04-08,0.16
NYSE,KHI,1993-03-09,0.16
NYSE,KHI,1993-02-05,0.16
NYSE,KHI,1993-01-11,0.16
NYSE,KHI,1992-12-09,0.16
NYSE,KHI,1992-11-06,0.16
NYSE,KHI,1992-10-08,0.16
NYSE,KHI,1992-09-09,0.16
NYSE,KHI,1992-08-10,0.16
NYSE,KHI,1992-07-09,0.16
NYSE,KHI,1992-06-09,0.16
NYSE,KHI,1992-05-11,0.16
NYSE,KHI,1992-04-09,0.16
NYSE,KHI,1992-03-09,0.16
NYSE,KHI,1992-02-10,0.16
NYSE,KHI,1992-01-09,0.16
NYSE,KHI,1991-12-09,0.174
NYSE,KHI,1991-11-08,0.174
NYSE,KHI,1991-10-08,0.174
NYSE,KHI,1991-09-09,0.174
NYSE,KHI,1991-08-09,0.174
NYSE,KHI,1991-07-09,0.174
NYSE,KHI,1991-06-10,0.174
NYSE,KHI,1991-05-09,0.174
NYSE,KHI,1991-04-09,0.174
NYSE,KHI,1991-03-11,0.174
NYSE,KHI,1991-02-11,0.174
NYSE,KHI,1991-01-09,0.174
NYSE,KHI,1990-12-10,0.174
NYSE,KHI,1990-11-08,0.2
NYSE,KHI,1990-10-09,0.2
NYSE,KHI,1990-09-10,0.2
NYSE,KHI,1990-08-09,0.2
NYSE,KHI,1990-07-09,0.2
NYSE,KHI,1990-06-11,0.2
NYSE,KHI,1990-05-09,0.2
NYSE,KHI,1990-04-06,0.2
NYSE,KHI,1990-03-09,0.2
NYSE,KHI,1990-02-09,0.23
NYSE,KHI,1990-01-08,0.2
NYSE,KHI,1989-12-11,0.2
NYSE,KHI,1989-11-09,0.2
NYSE,KHI,1989-10-06,0.23
NYSE,KHI,1989-09-11,0.23
NYSE,KHI,1989-08-09,0.23
NYSE,KHI,1989-07-10,0.23
NYSE,KHI,1989-06-09,0.23
NYSE,KHI,1989-05-09,0.23
NYSE,KHI,1989-04-10,0.23
NYSE,KHI,1989-03-09,0.23
NYSE,KHI,1989-02-09,0.23
NYSE,KHI,1988-12-23,0.23
NYSE,KHI,1988-12-09,0.23
NYSE,KHI,1988-11-08,0.23
NYSE,KHI,1988-10-07,0.23
NYSE,KRJ,2009-09-10,1.013
NYSE,KRJ,2009-03-11,1.013
NYSE,KRJ,2008-09-10,1.013
NYSE,KRJ,2008-03-12,1.013
NYSE,KRJ,2007-09-12,1.013
NYSE,KRJ,2007-03-12,1.013
NYSE,KRJ,2006-09-12,1.013
NYSE,KRJ,2006-03-10,1.013
NYSE,KRJ,2005-09-12,1.013
NYSE,KRJ,2005-03-10,1.013
NYSE,KRJ,2004-09-10,1.013
NYSE,KRJ,2004-03-10,1.013
NYSE,KRJ,2003-09-10,1.013
NYSE,KRJ,2003-03-12,1.013
NYSE,KRJ,2002-09-11,1.013
NYSE,KRJ,2002-03-12,1.013
NYSE,KMP,2010-01-27,1.05
NYSE,KMP,2009-10-28,1.05
NYSE,KMP,2009-07-29,1.05
NYSE,KMP,2009-04-28,1.05
NYSE,KMP,2009-01-28,1.05
NYSE,KMP,2008-10-29,1.02
NYSE,KMP,2008-07-29,0.99
NYSE,KMP,2008-04-28,0.96
NYSE,KMP,2008-01-29,0.92
NYSE,KMP,2007-10-29,0.88
NYSE,KMP,2007-07-27,0.85
NYSE,KMP,2007-04-26,0.83
NYSE,KMP,2007-01-29,0.83
NYSE,KMP,2006-10-27,0.81
NYSE,KMP,2006-07-27,0.81
NYSE,KMP,2006-04-26,0.81
NYSE,KMP,2006-01-27,0.8
NYSE,KMP,2005-10-27,0.79
NYSE,KMP,2005-07-27,0.78
NYSE,KMP,2005-04-27,0.76
NYSE,KMP,2005-01-27,0.74
NYSE,KMP,2004-10-27,0.73
NYSE,KMP,2004-07-28,0.71
NYSE,KMP,2004-04-28,0.69
NYSE,KMP,2004-01-28,0.68
NYSE,KMP,2003-10-29,0.66
NYSE,KMP,2003-07-29,0.65
NYSE,KMP,2003-04-28,0.64
NYSE,KMP,2003-01-29,0.625
NYSE,KMP,2002-10-29,0.61
NYSE,KMP,2002-07-29,0.61
NYSE,KMP,2002-04-26,0.59
NYSE,KMP,2002-01-29,0.55
NYSE,KMP,2001-10-29,0.55
NYSE,KMP,2001-07-27,0.525
NYSE,KMP,2001-04-26,0.525
NYSE,KMP,2001-01-29,0.475
NYSE,KMP,2000-10-27,0.425
NYSE,KMP,2000-07-27,0.425
NYSE,KMP,2000-04-27,0.3875
NYSE,KMP,2000-01-27,0.3625
NYSE,KMP,1999-10-27,0.3625
NYSE,KMP,1999-07-28,0.35
NYSE,KMP,1999-04-28,0.35
NYSE,KMP,1999-01-27,0.325
NYSE,KMP,1998-10-28,0.315
NYSE,KMP,1998-07-29,0.315
NYSE,KMP,1998-04-28,0.281
NYSE,KMP,1998-01-28,0.281
NYSE,KMP,1997-10-29,0.25
NYSE,KMP,1997-07-29,0.25
NYSE,KMP,1997-04-28,0.1575
NYSE,KMP,1997-01-29,0.1575
NYSE,KMP,1996-10-29,0.1575
NYSE,KMP,1996-07-29,0.1575
NYSE,KMP,1996-04-26,0.1575
NYSE,KMP,1996-01-29,0.1575
NYSE,KMP,1995-10-27,0.1575
NYSE,KMP,1995-07-27,0.1575
NYSE,KMP,1995-04-24,0.1575
NYSE,KMP,1995-01-25,0.1575
NYSE,KMP,1994-09-26,0.1575
NYSE,KMP,1994-07-25,0.1575
NYSE,KMP,1994-04-25,0.1575
NYSE,KMP,1994-01-25,0.1575
NYSE,KMP,1993-10-25,0.1375
NYSE,KMP,1993-07-26,0.1375
NYSE,KMP,1993-04-26,0.1375
NYSE,KMP,1993-01-25,0.1375
NYSE,KMP,1992-10-27,0.0835
NYSE,KCW,2009-11-10,0.938
NYSE,KCW,2009-05-12,0.938
NYSE,KCW,2008-11-12,0.938
NYSE,KCW,2008-05-12,0.938
NYSE,KCW,2007-11-09,0.938
NYSE,KCW,2007-05-10,0.938
NYSE,KCW,2006-11-10,0.938
NYSE,KCW,2006-05-10,0.938
NYSE,KCW,2005-11-09,0.938
NYSE,KCW,2005-05-11,0.938
NYSE,KCW,2004-11-09,0.468
NYSE,KCW,2004-05-12,0.938
NYSE,KCW,2003-11-12,0.468
NYSE,KCW,2003-05-12,0.938
NYSE,KCW,2002-11-12,0.938
NYSE,KCW,2002-05-10,0.938
NYSE,KCW,2001-11-09,0.938
NYSE,KCW,2001-05-10,0.468
NYSE,KB,2005-12-28,0.542
NYSE,KB,2003-12-26,0.841
NYSE,KB,2001-12-26,0.077
NYSE,KSU,2000-07-13,90.803001
NYSE,KSU,1999-12-13,0.08
NYSE,KSU,1999-08-26,0.08
NYSE,KSU,1999-05-19,0.08
NYSE,KSU,1999-02-25,0.08
NYSE,KSU,1998-11-27,0.08
NYSE,KSU,1998-08-27,0.08
NYSE,KSU,1998-05-20,0.08
NYSE,KSU,1998-02-18,0.08
NYSE,KSU,1997-11-26,0.08
NYSE,KSU,1997-09-17,0.5
NYSE,KSU,1997-08-21,0.08
NYSE,KSU,1997-05-21,0.06666
NYSE,KSU,1997-02-19,0.06666
NYSE,KSU,1996-11-27,0.06666
NYSE,KSU,1996-08-22,0.06666
NYSE,KSU,1996-05-22,0.06666
NYSE,KSU,1996-02-21,0.06666
NYSE,KSU,1995-11-29,0.05
NYSE,KSU,1995-08-23,0.05
NYSE,KSU,1995-05-22,0.05
NYSE,KSU,1995-02-17,0.05
NYSE,KSU,1994-11-28,0.05
NYSE,KSU,1994-08-22,0.05
NYSE,KSU,1994-05-23,0.05
NYSE,KSU,1994-02-18,0.05
NYSE,KSU,1993-11-24,0.05
NYSE,KSU,1993-08-23,0.05
NYSE,KSU,1993-05-10,0.05
NYSE,KSU,1993-02-12,0.05
NYSE,KSU,1992-11-25,0.05
NYSE,KSU,1992-08-24,0.05
NYSE,KSU,1992-05-11,0.05
NYSE,KSU,1992-02-10,0.05
NYSE,KSU,1991-11-27,0.045
NYSE,KSU,1991-08-27,0.045
NYSE,KSU,1991-05-24,0.045
NYSE,KSU,1991-02-27,0.045
NYSE,KSU,1990-12-05,0.045
NYSE,KSU,1990-08-22,0.045
NYSE,KSU,1990-05-23,0.045
NYSE,KSU,1990-02-22,0.045
NYSE,KSU,1989-11-27,0.045
NYSE,KSU,1989-08-23,0.045
NYSE,KSU,1989-05-24,0.045
NYSE,KSU,1989-02-23,0.045
NYSE,KSU,1988-11-23,0.045
NYSE,KSU,1988-08-24,0.045
NYSE,KSU,1988-02-24,0.045
NYSE,KSU,1987-11-25,0.045
NYSE,KVJ,2009-08-27,0.859
NYSE,KVJ,2009-02-25,0.859
NYSE,KVJ,2008-08-27,0.859
NYSE,KVJ,2008-02-27,0.859
NYSE,KVJ,2007-08-29,0.859
NYSE,KVJ,2007-02-26,0.859
NYSE,KVJ,2006-08-29,0.859
NYSE,KVJ,2006-02-24,0.859
NYSE,KVJ,2005-02-24,0.859
NYSE,KVJ,2004-08-27,0.859
NYSE,KVJ,2004-02-25,0.859
NYSE,KVJ,2003-08-27,0.859
NYSE,KVJ,2003-02-26,0.859
NYSE,KVJ,2002-08-28,0.368
NYSE,KNX,2009-12-02,0.05
NYSE,KNX,2009-09-02,0.05
NYSE,KNX,2009-06-03,0.05
NYSE,KNX,2009-03-04,0.04
NYSE,KNX,2008-12-03,0.04
NYSE,KNX,2008-09-03,0.04
NYSE,KNX,2008-06-04,0.04
NYSE,KNX,2008-03-05,0.03
NYSE,KNX,2007-12-05,0.03
NYSE,KNX,2007-09-05,0.03
NYSE,KNX,2007-06-06,0.03
NYSE,KNX,2007-03-07,0.02
NYSE,KNX,2006-12-06,0.02
NYSE,KNX,2006-09-06,0.02
NYSE,KNX,2006-06-08,0.02
NYSE,KNX,2006-03-21,0.02
NYSE,KNX,2006-01-27,0.02
NYSE,KNX,2005-09-28,0.01333
NYSE,KNX,2005-06-28,0.01333
NYSE,KNX,2005-03-29,0.01333
NYSE,KNX,2004-12-13,0.01333
NYSE,KFS,2009-06-11,0.018
NYSE,KFS,2009-03-12,0.016
NYSE,KFS,2008-12-11,0.06
NYSE,KFS,2008-09-11,0.07
NYSE,KFS,2008-06-12,0.074
NYSE,KFS,2008-03-13,0.076
NYSE,KFS,2007-12-12,0.067
NYSE,KFS,2007-09-12,0.071
NYSE,KFS,2007-06-13,0.071
NYSE,KFS,2007-03-13,0.064
NYSE,KFS,2006-12-13,0.065
NYSE,KFS,2006-09-13,0.056
NYSE,KFS,2006-06-13,0.057
NYSE,KFS,2006-03-13,0.055
NYSE,KFS,2005-12-13,0.043
NYSE,KFS,2005-09-13,0.05
NYSE,KFS,2005-06-13,0.04
NYSE,KFS,2005-03-11,0.05
NYSE,KID,2005-04-07,0.1
NYSE,KID,2004-11-17,0.3
NYSE,KID,2004-08-18,0.3
NYSE,KID,2004-06-01,7.0
NYSE,KID,2004-05-28,0.3
NYSE,KID,2004-05-19,0.3
NYSE,KID,2004-03-10,0.3
NYSE,KID,2003-11-19,0.28
NYSE,KID,2003-08-13,0.28
NYSE,KID,2003-05-21,0.28
NYSE,KID,2003-03-12,0.28
NYSE,KID,2002-11-20,0.26
NYSE,KID,2002-08-14,0.26
NYSE,KID,2002-05-22,0.26
NYSE,KID,2002-03-06,0.26
NYSE,KID,2001-11-14,0.24
NYSE,KID,2001-08-15,0.24
NYSE,KID,2001-05-23,0.24
NYSE,KID,2001-03-07,0.24
NYSE,KID,2000-11-15,0.22
NYSE,KID,2000-08-16,0.22
NYSE,KID,2000-05-22,0.22
NYSE,KID,2000-03-08,0.22
NYSE,KID,1999-11-17,0.2
NYSE,KID,1999-08-18,0.2
NYSE,KID,1999-05-19,0.2
NYSE,KID,1999-02-25,0.2
NYSE,KID,1998-11-18,0.19
NYSE,KID,1998-08-19,0.19
NYSE,KID,1998-05-20,0.19
NYSE,KID,1998-02-26,0.19
NYSE,KID,1997-11-19,0.17
NYSE,KID,1997-08-20,0.17
NYSE,KID,1997-05-21,0.17
NYSE,KID,1997-02-27,0.17
NYSE,KID,1996-11-25,0.15
NYSE,KID,1996-08-19,0.15
NYSE,KID,1996-05-16,0.15
NYSE,KID,1996-02-29,0.15
NYSE,KID,1995-11-20,0.15
NYSE,KID,1995-08-11,0.15
NYSE,KID,1995-05-16,0.15
NYSE,KID,1995-02-27,0.15
NYSE,KID,1994-11-16,0.15
NYSE,KID,1994-08-12,0.15
NYSE,KID,1994-05-16,0.15
NYSE,KID,1994-02-28,0.15
NYSE,KID,1993-11-17,0.15
NYSE,KID,1993-08-13,0.15
NYSE,KID,1993-05-17,0.15
NYSE,KID,1993-02-26,0.15
NYSE,KID,1992-11-18,0.11667
NYSE,KID,1992-08-13,0.11667
NYSE,KID,1992-05-18,0.11667
NYSE,KID,1992-02-28,0.11667
NYSE,KID,1991-11-19,0.1
NYSE,KID,1991-08-16,0.1
NYSE,KID,1991-05-17,0.1
NYSE,KID,1991-02-27,0.1
NYSE,KID,1990-11-15,0.1
NYSE,KID,1990-08-20,0.06667
NYSE,KID,1990-05-17,0.06667
NYSE,KID,1990-02-27,0.06667
NYSE,KID,1989-11-16,0.06667
NYSE,KID,1989-08-18,0.06667
NYSE,KID,1989-05-17,0.06667
NYSE,KID,1989-02-28,0.06667
NYSE,KID,1988-11-17,0.06667
NYSE,KID,1988-08-18,0.06667
NYSE,KID,1988-05-17,0.06667
NYSE,KID,1988-02-23,0.06667
NYSE,KOP,2009-11-12,0.22
NYSE,KOP,2009-08-13,0.22
NYSE,KOP,2009-05-14,0.22
NYSE,KOP,2009-02-12,0.22
NYSE,KOP,2008-11-13,0.22
NYSE,KOP,2008-08-14,0.22
NYSE,KOP,2008-05-15,0.22
NYSE,KOP,2008-02-13,0.22
NYSE,KOP,2007-11-15,0.17
NYSE,KOP,2007-08-16,0.17
NYSE,KOP,2007-05-10,0.17
NYSE,KOP,2007-02-26,0.17
NYSE,KOP,2006-11-28,0.17
NYSE,KOP,2006-08-30,0.17
NYSE,KOP,2006-05-26,0.17
NYSE,KOP,2006-03-29,0.1
NYSE,KGS,2010-01-29,0.39
NYSE,KGS,2009-10-30,0.39
NYSE,KGS,2009-07-31,0.37
NYSE,KGS,2009-05-01,0.37
NYSE,KGS,2009-01-30,0.37
NYSE,KGS,2008-10-29,0.35
NYSE,KGS,2008-07-29,0.35
NYSE,KGS,2008-04-28,0.315
NYSE,KGS,2008-01-29,0.3
NYSE,KGS,2007-10-29,0.168
NYSE,KCP,2008-11-18,0.09
NYSE,KCP,2008-08-19,0.09
NYSE,KCP,2008-05-20,0.09
NYSE,KCP,2008-03-12,0.09
NYSE,KCP,2007-11-19,0.18
NYSE,KCP,2007-08-21,0.18
NYSE,KCP,2007-05-22,0.18
NYSE,KCP,2007-03-06,0.18
NYSE,KCP,2006-11-20,0.18
NYSE,KCP,2006-08-23,0.18
NYSE,KCP,2006-05-19,0.18
NYSE,KCP,2006-03-07,0.18
NYSE,KCP,2005-11-21,0.18
NYSE,KCP,2005-08-23,0.16
NYSE,KCP,2005-05-20,0.16
NYSE,KCP,2005-03-07,0.16
NYSE,KCP,2004-11-22,0.14
NYSE,KCP,2004-08-20,0.14
NYSE,KCP,2004-05-20,0.12
NYSE,KCP,2004-03-05,0.12
NYSE,KCP,2003-11-21,0.09
NYSE,KCP,2003-08-26,0.075
NYSE,KWR,2010-01-13,0.23
NYSE,KWR,2009-10-14,0.23
NYSE,KWR,2009-07-15,0.23
NYSE,KWR,2009-04-14,0.23
NYSE,KWR,2009-01-14,0.23
NYSE,KWR,2008-10-15,0.23
NYSE,KWR,2008-07-15,0.23
NYSE,KWR,2008-04-14,0.23
NYSE,KWR,2008-01-15,0.215
NYSE,KWR,2007-10-15,0.215
NYSE,KWR,2007-07-13,0.215
NYSE,KWR,2007-04-12,0.215
NYSE,KWR,2007-01-12,0.215
NYSE,KWR,2006-10-13,0.215
NYSE,KWR,2006-07-13,0.215
NYSE,KWR,2006-04-11,0.215
NYSE,KWR,2006-01-12,0.215
NYSE,KWR,2005-10-13,0.215
NYSE,KWR,2005-07-13,0.215
NYSE,KWR,2005-04-13,0.215
NYSE,KWR,2005-01-12,0.215
NYSE,KWR,2004-10-13,0.215
NYSE,KWR,2004-07-14,0.215
NYSE,KWR,2004-04-14,0.215
NYSE,KWR,2004-01-14,0.21
NYSE,KWR,2003-10-15,0.21
NYSE,KWR,2003-07-15,0.21
NYSE,KWR,2003-04-14,0.21
NYSE,KWR,2003-01-15,0.21
NYSE,KWR,2002-10-15,0.21
NYSE,KWR,2002-07-15,0.21
NYSE,KWR,2002-04-12,0.21
NYSE,KWR,2002-01-15,0.205
NYSE,KWR,2001-10-15,0.205
NYSE,KWR,2001-07-13,0.205
NYSE,KWR,2001-04-11,0.205
NYSE,KWR,2001-01-12,0.205
NYSE,KWR,2000-10-13,0.205
NYSE,KWR,2000-07-13,0.195
NYSE,KWR,2000-04-12,0.195
NYSE,KWR,2000-01-12,0.195
NYSE,KWR,1999-10-13,0.195
NYSE,KWR,1999-07-14,0.19
NYSE,KWR,1999-04-14,0.19
NYSE,KWR,1999-01-13,0.19
NYSE,KWR,1998-10-14,0.19
NYSE,KWR,1998-07-15,0.18
NYSE,KWR,1998-04-15,0.18
NYSE,KWR,1998-01-14,0.18
NYSE,KWR,1997-10-15,0.18
NYSE,KWR,1997-07-16,0.175
NYSE,KWR,1997-04-16,0.175
NYSE,KWR,1997-01-15,0.175
NYSE,KWR,1996-10-16,0.175
NYSE,KWR,1996-07-18,0.17
NYSE,KWR,1996-06-24,0.068
NYSE,KWR,1996-04-17,0.17
NYSE,KWR,1996-01-10,0.17
NYSE,KWR,1995-10-11,0.17
NYSE,KWR,1995-07-12,0.17
NYSE,KWR,1995-04-07,0.17
NYSE,KWR,1995-01-09,0.17
NYSE,KWR,1994-10-07,0.155
NYSE,KWR,1994-07-11,0.155
NYSE,KWR,1994-04-11,0.155
NYSE,KWR,1994-01-10,0.155
NYSE,KWR,1993-10-08,0.15
